"","Number","Cell","Slice","Date","Sample","blah","cell_num","donor_id","Mouse date of birth","age","biological_sex","genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","subclass","corresponding_AIT2.3.1_alias","layer","type","region","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","hold_time","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","X1","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass","top_cluster_score","depth_from_pia_um","cell_count_per_donor","norm_cell_num","class","second","cluster_label","median_cluster_label_Microglia"
"524",359,"20180905_sample_2","20180905_slice_2",2018-09-05,"sample 2","sample",2,"mouse_NUCAT",2018-06-18,79,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1228399,562532,114283,4,8362,"Sst","Sst Calb2",0.73,"Sst Calb2 (72.7%), Sst Hpse (25.3%)","Sst Calb2 Pdlim5 (84.0%), Sst Hpse Cbln4 (16.0%)","Sst Calb2 Pdlim5 (84.0%), Sst Hpse Cbln4 (16.0%)","Sst Calb2 Pdlim5","Sst","Sst Calb2",NA,NA,NA,"84.0%), Sst Hpse Cbln4","84.0",", Sst Hpse Cbln4","Sst",1717,157.52,"Matteo",45,"330.8",118.3,555.1,1532.076,"y",NA,359,"GABAergic","Sst_on",166.605370309315,0.776208437059076,NA,0.372681730610274,-0.0289174382630425,0.0313094005331866,NA,-Inf,0.0206377066075223,0.023347004047424,NA,NA,0.0644565510435266,TRUE,84,330.8,2,2,"GABAergic","Calb2","Sst",0.100979661765209
"525",360,"20180910_sample_2","20180910_slice_2",2018-09-10,"sample 2","sample",2,"mouse_UWACR",2018-06-18,84,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",3998218,640597,169627,6,12948,"Sst","Sst Myh8_1",0.68,"Sst Myh8_1 (68.4%), Sst Etv1 (23.4%), Sst Crhr2_2 (5.6%)","Sst Chrna2 Glra3 (55.0%), Sst Myh8 Etv1  (44.0%)","Sst Chrna2 Glra3 (55.0%), Sst Myh8 Etv1  (44.0%)","Sst Chrna2 Glra3","Sst","Sst Chrna2",NA,NA,NA,"55.0%), Sst Myh8 Etv1 ","55.0",", Sst Myh8 Etv1 ","Sst",1506,976.83,"Matteo",NA,"804.1",289.9,549.2,1515.792,NA,NA,360,"GABAergic","Sst_on",192.492066055861,0.896813622886791,NA,0.45871224209869,0.0357317591119818,0.0174333164412321,NA,-Inf,0.0638676667527721,0.0216181708510248,NA,NA,-0.021713209180276,TRUE,55,804.1,2,1,"GABAergic","Chrna2","Sst",0.0638676667527721
"526",362,"20180911_sample_1","20180911_slice_1",2018-09-11,"sample 1","sample",1,"mouse_YJVZC",2018-06-18,85,"M","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1361424,1021274,165522,4,10820,"Sst","Sst Chodl",1,"Sst Chodl (100.0%)","Sst Chodl (100.0%)","Sst Chodl (100.0%)","Sst Chodl","Sst","Sst Chodl",NA,NA,NA,"100.0%)","100.0","","Sst",2083,493.43,"Fede",35,"381",136.6,536.2,1479.912,NA,NA,362,"GABAergic","Sst_on",173.653844207877,0.809047023824296,NA,0.377910996321645,0.110959857056513,0.1203109829081,NA,-Inf,0.153982714632974,0.0494648962689302,NA,NA,0.0164597052680406,TRUE,100,381,5,1,"GABAergic","Chodl","Sst",0.130560862955712
"527",363,"20180911_sample_2","20180911_slice_2",2018-09-11,"sample 2","sample",2,"mouse_YJVZC",2018-06-18,85,"M","Sst-IRES-Cre/wt; Ai9/wt","5","6","SST+",1171303,1302867,181239,4,10234,"Sst","Sst C1ql3_1",0.68,"Sst C1ql3_1 (67.6%), Sst C1ql3_2 (21.3%), Sst Th_1 (9.0%)","Sst Rxfp1 Prdm8 (85.0%), Sst Rxfp1 Eya1 (12.0%)","Sst Rxfp1 Prdm8 (85.0%), Sst Rxfp1 Eya1 (12.0%)","Sst Rxfp1 Prdm8","Sst","Sst Rxfp1",NA,NA,NA,"85.0%), Sst Rxfp1 Eya1","85.0",", Sst Rxfp1 Eya1","Sst",2033,410.24,"Matteo",58,"1154.1",418.9,571.3,1576.788,NA,NA,363,"GABAergic","Sst_on",180.016582336408,0.838690792263417,NA,0.442320667895539,-0.00120145580532422,0.0110178020428418,NA,-Inf,0.0216700604583974,0.0693202128250616,NA,NA,0.0219095844364453,TRUE,85,1154.1,5,2,"GABAergic","Rxfp1","Sst",0.0450509103017111
"528",364,"20180911_sample_3","20180911_slice_3",2018-09-11,"sample 3","sample",3,"mouse_YJVZC",2018-06-18,85,"M","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1712397,1279573,221339,4,10535,"Sst","Sst Calb2",1,"Sst Calb2 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","Sst","Sst Calb2",NA,NA,NA,"100.0%)","100.0","","Sst",2100,307.33,"Fede",48,"191.6",66,547.2,1510.272,"y",NA,364,"GABAergic","Sst_on",179.473849167907,0.836162217922264,NA,0.459583817428197,0.129951065040249,0.072698216316503,NA,-Inf,0.098351349520098,0.0102664835101771,NA,NA,0.0144610201256934,TRUE,100,191.6,5,3,"GABAergic","Calb2","Sst",0.100979661765209
"529",365,"20180911_sample_5","20180911_slice_5",2018-09-11,"sample 5","sample",5,"mouse_YJVZC",2018-06-18,85,"M","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",244007,35248,45701,4,1774,"Sst","Sst Chodl",0.14,"Sst Th_3 (13.9%), Sst Chodl (13.9%), Pvalb Calb1_1 (10.1%)","Sst Tac1 Tacr3 (42.0%), Meis2 Adamts19 (26.0%), Sst Calb2 Necab1 (13.0%)","Sst Tac1 Tacr3 (42.0%), Meis2 Adamts19 (26.0%), Sst Calb2 Necab1 (13.0%)","Sst Tac1 Tacr3","Sst","Sst Tac1",NA,NA,NA,"42.0%), Meis2 Adamts19","42.0",", Meis2 Adamts19","Sst",1676,35.2,"Fede",52,"269.4",99.6,528.2,1457.832,NA,NA,365,"GABAergic","Sst_on",51.3845273792108,0.239398667713933,NA,0.270739273705967,-0.0267303775153991,-0.0226634998761129,NA,-Inf,0.00257796302626271,-0.0263223581389082,NA,NA,-0.0288582767598218,FALSE,42,269.4,5,4,"GABAergic","Tac1","Sst",0.0993317747260976
"530",366,"20180911_sample_6","20180911_slice_6",2018-09-11,"sample 6","sample",6,"mouse_YJVZC",2018-06-18,85,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",1333729,52200,70880,4,4902,"Sst","Sst Tac2",0.69,"Sst Tac2 (69.3%), Sst C1ql3_2 (19.3%), Sst Myh8_1 (7.4%)","Sst Tac2 Tacstd2 (99.0%)","Sst Tac2 Tacstd2 (99.0%)","Sst Tac2 Tacstd2","Sst","Sst Tac2",NA,NA,NA,"99.0%)","99.0","","Sst",1610,135.51,"Matteo",60,"760.1",271.5,523.6,1445.136,"y",NA,366,"GABAergic","Sst_on",138.68136780311,0.646111512202844,NA,0.353524227755021,-0.0350923161485291,0.0165336160297518,NA,-Inf,0.00257796302626271,-0.0263223581389082,NA,NA,-0.0246527624422165,TRUE,99,760.1,5,5,"GABAergic","Tac2","Sst",0.0800948503124372
"531",367,"20180912_sample_2","20180912_slice_2",2018-09-12,"sample 2","sample",2,"mouse_HNXRO",2018-06-29,75,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",1412570,1904139,221448,4,10744,"Pvalb","Pvalb Il1rapl2",0.99,"Pvalb Il1rapl2 (99.3%)","Pvalb Tpbg (100.0%)","Pvalb Tpbg (100.0%)","Pvalb Tpbg","Pvalb","Pvalb Tpbg",NA,NA,NA,"100.0%)","100.0","","Pvalb",1752,210.94,"Fede",59,"207.5",77.4,612.3,1689.948,"y",NA,367,"GABAergic","Pvalb_on",173.264805621146,0.807234507020059,NA,0.401616585022851,-0.00232475797465703,0.00946431939956834,NA,-Inf,0.134067237859679,0.00615745363995206,NA,NA,0.0746282343727689,TRUE,100,207.5,3,1,"GABAergic","Tpbg","Pvalb",0.0999006568281462
"532",368,"20180912_sample_3","20180912_slice_3",2018-09-12,"sample 3","sample",3,"mouse_HNXRO",2018-06-29,75,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",1118636,981144,192412,4,9901,"Pvalb","Pvalb Gpr149",0.75,"Pvalb Gpr149 (74.7%), Pvalb Reln (20.9%)","Pvalb Gpr149 Islr (86.0%), Pvalb Reln Itm2a (10.0%)","Pvalb Gpr149 Islr (86.0%), Pvalb Reln Itm2a (10.0%)","Pvalb Gpr149 Islr","Pvalb","Pvalb Gpr149",NA,NA,NA,"86.0%), Pvalb Reln Itm2a","86.0",", Pvalb Reln Itm2a","Pvalb",1539,360.5,"Fede",42,"886.5",291.3,579.6,1599.696,NA,NA,368,"GABAergic","Pvalb_on",145.734295437059,0.678970848761291,NA,0.407660087480326,0.0487698110384381,0.0688577727074361,NA,-Inf,0.0440552805542746,0.0517847619385963,NA,NA,0.00855821844058749,TRUE,86,886.5,3,2,"GABAergic","Gpr149","Pvalb",0.0835938932754038
"533",369,"20180912_sample_6","20180912_slice_6",2018-09-12,"sample 6","sample",6,"mouse_HNXRO",2018-06-29,75,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",2247202,493319,143620,4,10388,"Pvalb","Pvalb Il1rapl2",0.79,"Pvalb Il1rapl2 (78.6%), Pvalb Reln (19.6%)","Pvalb Tpbg (85.0%), Pvalb Reln Itm2a (15.0%)","Pvalb Tpbg (85.0%), Pvalb Reln Itm2a (15.0%)","Pvalb Tpbg","Pvalb","Pvalb Tpbg",NA,NA,NA,"85.0%), Pvalb Reln Itm2a","85.0",", Pvalb Reln Itm2a","Pvalb",1602,342.28,"Fede",45,"232.5",83.3,546.8,1509.168,NA,NA,369,"GABAergic","Pvalb_on",161.249498058812,0.751255620586638,NA,0.456186464962596,0.0237739406645898,0.107509455770856,NA,-Inf,0.0358141408349256,-0.000679239194304507,NA,NA,0.0250171977805362,TRUE,85,232.5,3,3,"GABAergic","Tpbg","Pvalb",0.0999006568281462
"534",372,"20180917_sample_2","20180917_slice_2",2018-09-17,"sample 2","sample",2,"mouse_ZQHAI",2018-07-10,69,"M","Sst-IRES-Cre/wt; Ai9/wt","5","6","SST+",2109638,2159293,308028,4,13071,"Pvalb","Pvalb Kank4",0.86,"Pvalb Kank4 (85.7%), Pvalb Calb1_1 (10.6%)","Pvalb Sema3e Kank4 (100.0%)","Pvalb Sema3e Kank4 (100.0%)","Pvalb Sema3e Kank4","Pvalb","Pvalb Sema3e",NA,NA,NA,"100.0%)","100.0","","Pvalb",2361,344.86,"Matteo",45,"1050.1",379.8,515.1,1421.676,NA,NA,372,"GABAergic","Pvalb_on",215.492356073982,1.00397114808376,NA,0.419977085595141,0.0490233275918679,0.0767780504849667,NA,Inf,0.204614994489858,0.055330719160277,NA,NA,0.0645290276911845,TRUE,100,1050.1,5,2,"GABAergic","Sema3e","Pvalb",0.070695638317048
"535",374,"20180917_sample_4","20180917_slice_4",2018-09-17,"sample 4","sample",4,"mouse_ZQHAI",2018-07-10,69,"M","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST-",452681,341971,66633,4,8292,"Pvalb","Pvalb Il1rapl2",0.89,"Pvalb Il1rapl2 (89.3%), Pvalb Reln (9.1%)","Pvalb Tpbg (99.0%)","Pvalb Tpbg (99.0%)","Pvalb Tpbg","Pvalb","Pvalb Tpbg",NA,NA,NA,"99.0%)","99.0","","Pvalb",1553,575.57,"Matteo",30,"236.2",91.8,598.1,1650.756,NA,NA,374,"GABAergic","Pvalb_on",157.738583732488,0.734898396825934,NA,0.40932242240167,0.00589743093770272,0.0494007083835986,NA,-Inf,0.0725220265190636,0.011309048195766,NA,NA,0.0275770666897376,TRUE,99,236.2,5,4,"GABAergic","Tpbg","Pvalb",0.0999006568281462
"536",375,"20180917_sample_5","20180917_slice_5",2018-09-17,"sample 5","sample",5,"mouse_ZQHAI",2018-07-10,69,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",960057,882071,117789,4,8265,"Sst","Sst Crhr2_1",0.67,"Sst Crhr2_1 (66.6%), Sst Hpse (28.0%), Sst Myh8_3 (3.0%)","Sst Hpse Cbln4 (56.0%), Sst Crhr2 Efemp1 (42.0%)","Sst Hpse Cbln4 (56.0%), Sst Crhr2 Efemp1 (42.0%)","Sst Hpse Cbln4","Sst","Sst Hpse",NA,NA,NA,"56.0%), Sst Crhr2 Efemp1","56.0",", Sst Crhr2 Efemp1","Sst",1906,160.61,"Matteo",38,"939.3",329.2,575.7,1588.932,NA,NA,375,"GABAergic","Sst_on",154.986209177266,0.72207518261775,NA,0.347923003251285,-0.0187194811056188,0.0962496156220589,NA,-Inf,0.139808307399144,0.0490644418029919,NA,NA,0.0101763945406935,TRUE,56,939.3,5,5,"GABAergic","Hpse","Sst",0.0934620521047091
"537",376,"20180918_sample_1","20180918_slice_1",2018-09-18,"sample 1","sample",1,"mouse_KVPGJ",2018-04-12,159,"M","Vip-IRES-Cre/wt; Ai9/wt","2/3","2/3","VIP+",1079038,625795,88174,4,8438,"Vip","Vip Mybpc1_3",0.95,"Vip Mybpc1_3 (95.1%)","Vip Lect1 Oxtr (99.0%)","Vip Lect1 Oxtr (99.0%)","Vip Lect1 Oxtr","Vip","Vip Lect1",NA,NA,NA,"99.0%)","99.0","","Vip",1567,308.03,"Matteo",48,"244.2",90.7,515,1421.4,"y",NA,376,"GABAergic","Vip_on",222.558005936665,1.03688975704899,NA,0.348311483667589,0.0143085394262313,0.117088494092415,NA,Inf,0.237545038054568,-0.0214625276097247,NA,NA,0.0210467327952994,TRUE,99,244.2,3,1,"GABAergic","Lect1","Vip",0.137959803609703
"538",377,"20180918_sample_2","20180918_slice_2",2018-09-18,"sample 2","sample",2,"mouse_KVPGJ",2018-04-12,159,"M","Vip-IRES-Cre/wt; Ai9/wt","2/3","2/3","VIP+",2962987,1478627,197610,4,8244,"Vip","Vip Mybpc1_3",0.95,"Vip Mybpc1_3 (94.6%), Vip Mybpc1_2 (5.3%)","Vip Lect1 Oxtr (100.0%)","Vip Lect1 Oxtr (100.0%)","Vip Lect1 Oxtr","Vip","Vip Lect1",NA,NA,NA,"100.0%)","100.0","","Vip",2048,143.24,"Matteo",45,"214.5",77.1,506,1396.56,"y",NA,377,"GABAergic","Vip_on",203.421030713634,0.947731276741131,NA,0.462228396895233,0.0076826403392876,0.019403232962208,NA,-Inf,0.00709772389120551,0.00228928481303338,NA,NA,0.0468298765602424,TRUE,100,214.5,3,2,"GABAergic","Lect1","Vip",0.137959803609703
"539",378,"20180918_sample_3","20180918_slice_3",2018-09-18,"sample 3","sample",3,"mouse_KVPGJ",2018-04-12,159,"M","Vip-IRES-Cre/wt; Ai9/wt","5","5","VIP+",1825557,976434,130012,4,7777,"Vip","Vip Gpc3",0.99,"Vip Gpc3 (99.4%)","Vip Arhgap36 Hmcn1 (98.0%)","Vip Arhgap36 Hmcn1 (98.0%)","Vip Arhgap36 Hmcn1","Vip","Vip Arhgap36",NA,NA,NA,"98.0%)","98.0","","Vip",1671,124.92,"Matteo",45,"605.7",215.9,514.2,1419.192,NA,NA,378,"GABAergic","Vip_on",193.855842280482,0.903167407340714,NA,0.35453103395148,-0.0530723510512123,0.0578658730276297,NA,-Inf,0.0876804170314898,0.0464987000682984,NA,NA,-0.0128037633839191,TRUE,98,605.7,3,3,"GABAergic","Arhgap36","Vip",0.0565087109855599
"540",380,"20180920_sample_2","20180920_slice_2",2018-09-20,"sample 2","sample",2,"mouse_WZCRY",2018-06-29,83,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",1037571,39269,47159,4,4204,"Pvalb","Pvalb Calb1_2",0.35,"Pvalb Calb1_2 (34.6%), Pvalb Reln (30.1%), Pvalb Kank4 (17.1%)","Pvalb Reln Tac1 (64.0%), Pvalb Reln Itm2a (28.0%), Pvalb Tpbg (5.0%)","Pvalb Reln Tac1 (64.0%), Pvalb Reln Itm2a (28.0%), Pvalb Tpbg (5.0%)","Pvalb Reln Tac1","Pvalb","Pvalb Reln",NA,NA,NA,"64.0%), Pvalb Reln Itm2a","64.0",", Pvalb Reln Itm2a","Pvalb",1898,50.82,"Matteo",42,"797.1",296.2,556.2,1535.112,"y",NA,380,"GABAergic","Pvalb_on",89.0776188397865,0.415009427176363,NA,0.203484790456343,0.00366582263980891,-0.00158273357359599,NA,-Inf,0.22519217015609,-0.0263223581389082,NA,NA,-0.0288582767598218,TRUE,64,797.1,4,2,"GABAergic","Reln","Pvalb",0.103059679428069
"541",381,"20180920_sample_3","20180920_slice_3",2018-09-20,"sample 3","sample",3,"mouse_WZCRY",2018-06-29,83,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",1889479,1415878,182863,4,11433,"Pvalb","Pvalb Calb1_2",0.56,"Pvalb Calb1_2 (56.3%), Pvalb Kank4 (15.1%), Pvalb Reln (14.1%)","Pvalb Sema3e Kank4 (50.0%), Pvalb Reln Itm2a (40.0%), Pvalb Reln Tac1 (10.0%)","Pvalb Sema3e Kank4 (50.0%), Pvalb Reln Itm2a (40.0%), Pvalb Reln Tac1 (10.0%)","Pvalb Sema3e Kank4","Pvalb","Pvalb Sema3e",NA,NA,NA,"50.0%), Pvalb Reln Itm2a","50.0",", Pvalb Reln Itm2a","Pvalb",2046,400.97,"Matteo",44,"562.1",208.4,565.5,1560.78,NA,NA,381,"GABAergic","Pvalb_on",182.741075005216,0.851384105764107,NA,0.501582623588467,0.0365647891380409,0.13730169776351,NA,-Inf,0.0395900274278277,0.0978820260603301,NA,NA,0.00604885955816719,TRUE,50,562.1,4,3,"GABAergic","Sema3e","Pvalb",0.070695638317048
"542",382,"20180920_sample_4","20180920_slice_4",2018-09-20,"sample 4","sample",4,"mouse_WZCRY",2018-06-29,83,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",386638,17328,37767,4,4295,"Pvalb","Pvalb Reln",0.65,"Pvalb Reln (64.7%), Pvalb Kank4 (25.1%), Pvalb Gpr149 (9.0%)","Pvalb Reln Itm2a (97.0%)","Pvalb Reln Itm2a (97.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"97.0%)","97.0","","Pvalb",2270,23.57,"Matteo",45,"893.5",325,485.1,1338.876,"y",NA,382,"GABAergic","Pvalb_on",96.3723786277362,0.448995451055506,NA,0.367404373825943,0.0543455727519071,0.0103245395821115,NA,-Inf,0.00257796302626271,-0.0128074115906177,NA,NA,-0.0131929775748905,TRUE,97,893.5,4,4,"GABAergic","Reln","Pvalb",0.103059679428069
"543",384,"20180921_sample_2","20180921_slice_2",2018-09-21,"sample 2","sample",2,"mouse_XMZGY",2018-06-19,94,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",1761354,1551446,189200,4,10380,"Pvalb","Pvalb Reln",0.96,"Pvalb Reln (95.9%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"100.0%)","100.0","","Pvalb",2346,187.13,"Matteo",38,"443.6",164.6,496.6,1370.616,NA,NA,384,"GABAergic","Pvalb_on",178.137604853458,0.829936703649097,NA,0.478900975697158,0.0336348125737159,0.111905809541761,NA,-Inf,0.0772569475311248,0.0480896968516652,NA,NA,0.055890534395238,TRUE,100,443.6,3,2,"GABAergic","Reln","Pvalb",0.103059679428069
"544",385,"20180921_sample_3","20180921_slice_3",2018-09-21,"sample 3","sample",3,"mouse_XMZGY",2018-06-19,94,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",158887,154597,19638,4,9042,"Pvalb","Pvalb Gpr149",0.9,"Pvalb Gpr149 (90.1%), Pvalb Calb1_2 (6.9%)","Pvalb Gpr149 Islr (100.0%)","Pvalb Gpr149 Islr (100.0%)","Pvalb Gpr149 Islr","Pvalb","Pvalb Gpr149",NA,NA,NA,"100.0%)","100.0","","Pvalb",2070,310.83,"Matteo",38,"878.1",320.5,533.8,1473.288,"y",NA,385,"GABAergic","Pvalb_on",175.833052323198,0.81919987617281,NA,0.445498199884688,0.049392705003728,0.119261551479951,NA,-Inf,0.0316023531901639,0.163007479650348,NA,NA,0.0496182181611835,TRUE,100,878.1,3,3,"GABAergic","Gpr149","Pvalb",0.0835938932754038
"545",386,"20180925_sample_9","20180925_slice_9",2018-09-25,"sample 9","sample",9,"mouse_DMTAH",2018-06-27,90,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",2518015,1934549,385104,5,11330,"Pvalb","Pvalb Calb1_2",0.63,"Pvalb Calb1_2 (63.1%), Pvalb Gpr149 (32.0%)","Pvalb Reln Tac1 (59.0%), Pvalb Gpr149 Islr (40.0%)","Pvalb Reln Tac1 (59.0%), Pvalb Gpr149 Islr (40.0%)","Pvalb Reln Tac1","Pvalb","Pvalb Reln",NA,NA,NA,"59.0%), Pvalb Gpr149 Islr","59.0",", Pvalb Gpr149 Islr","Pvalb",1551,172.4,"Fede",50,"777.4",280.9,508.5,1403.46,"y",NA,386,"GABAergic","Pvalb_on",170.55218438878,0.79459650211542,NA,0.433867188090057,0.0350338999244876,0.109728697106491,NA,-Inf,0.0838347501388849,0.0392330818384086,NA,NA,0.0317434031587072,TRUE,59,777.4,1,1,"GABAergic","Reln","Pvalb",0.103059679428069
"546",387,"20180926_sample_1","20180926_slice_1",2018-09-26,"Sample 1","Sample",1,"mouse_NPNLS",2018-08-08,49,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",712620,978234,130042,5,11549,"Pvalb","Pvalb Il1rapl2",0.83,"Pvalb Il1rapl2 (82.7%), Pvalb Reln (16.0%)","Pvalb Reln Itm2a (84.0%), Pvalb Tpbg (14.0%)","Pvalb Reln Itm2a (84.0%), Pvalb Tpbg (14.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"84.0%), Pvalb Tpbg","84.0",", Pvalb Tpbg","Pvalb",2124,927.87,"Fede",49,"665.4",237.5,577.3,1593.348,"y",NA,387,"GABAergic","Pvalb_on",178.152172830498,0.830004575330951,NA,0.422382273858938,0.0194946540664454,0.0899238246465605,NA,-Inf,0.0890242685284945,0.0781418170203817,NA,NA,0.0498699275348442,TRUE,84,665.4,5,1,"GABAergic","Reln","Pvalb",0.103059679428069
"547",388,"20180926_sample_3","20180926_slice_3",2018-09-26,"Sample 3","Sample",3,"mouse_NPNLS",2018-08-08,49,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",93232,65583,11377,5,5975,"Pvalb","Pvalb Reln",0.98,"Pvalb Reln (98.1%)","Pvalb Reln Itm2a (98.0%)","Pvalb Reln Itm2a (98.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"98.0%)","98.0","","Pvalb",1716,194.68,"Fede",50,"488.9",176,493.7,1362.612,"y",NA,388,"GABAergic","Pvalb_on",128.80799975288,0.600111845033956,NA,0.144587416429872,-0.0469435326089086,-0.000877369005057788,NA,-Inf,0.518200335821388,0.0167312333585218,NA,NA,0.00168847846160262,TRUE,98,488.9,5,2,"GABAergic","Reln","Pvalb",0.103059679428069
"548",390,"20180926_sample_7","20180926_slice_7",2018-09-26,"Sample 7","Sample",7,"mouse_NPNLS",2018-08-08,49,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",352813,17436,22206,5,5432,"Pvalb","Pvalb Il1rapl2",0.39,"Pvalb Il1rapl2 (39.3%), Pvalb Reln (34.6%), Pvalb Kank4 (12.4%)","Pvalb Reln Itm2a (70.0%), Pvalb Tpbg (30.0%)","Pvalb Reln Itm2a (70.0%), Pvalb Tpbg (30.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"70.0%), Pvalb Tpbg","70.0",", Pvalb Tpbg","Pvalb",1607,216.52,"Fede",49,"530.3",190.7,608,1678.08,"y",NA,390,"GABAergic","Pvalb_on",128.179512946077,0.597183747571583,NA,0.360355165706025,0.0240505192031422,-0.0294763689565614,NA,-Inf,0.0243232194087708,-0.0263223581389082,NA,NA,-0.0101445404583731,TRUE,70,530.3,5,4,"GABAergic","Reln","Pvalb",0.103059679428069
"549",392,"20180927_sample_1","20180927_slice_1",2018-09-27,"Sample 1","Sample",1,"mouse_WOBBW",2018-08-08,50,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",3172927,1478285,332580,5,8150,"Pvalb","Pvalb Calb1_2",0.37,"Pvalb Calb1_2 (36.7%), Pvalb Kank4 (17.0%), Pvalb Gpr149 (16.6%)","Pvalb Reln Itm2a (76.0%), Pvalb Sema3e Kank4 (16.0%), Pvalb Tpbg (6.0%)","Pvalb Reln Itm2a (76.0%), Pvalb Sema3e Kank4 (16.0%), Pvalb Tpbg (6.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"76.0%), Pvalb Sema3e Kank4","76.0",", Pvalb Sema3e Kank4","Pvalb",2016,242.36,"Fede",40,"545.4",199.1,532.3,1469.148,NA,NA,392,"GABAergic","Pvalb_on",123.020890659841,0.573149911598927,NA,0.343800454630942,-0.0163933777675372,0.0497172058802514,NA,-Inf,0.0397942428925901,0.0377988952733927,NA,NA,0.103581796715724,TRUE,76,545.4,8,1,"GABAergic","Reln","Pvalb",0.103059679428069
"550",393,"20180927_sample_2","20180927_slice_2",2018-09-27,"Sample 2","Sample",2,"mouse_WOBBW",2018-08-08,50,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",256748,42763,64470,5,12730,"Pvalb","Pvalb Reln",1,"Pvalb Reln (99.6%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a","Pvalb","Pvalb Reln",NA,NA,NA,"100.0%)","100.0","","Pvalb",2125,322.5,"Matteo",45,"627.4",221.6,558.4,1541.184,NA,NA,394,"GABAergic","Pvalb_on",148.950603366548,0.693955511899185,NA,0.345166464018881,0.0434129654240797,0.0628513741438226,NA,-Inf,0.230577854758565,0.033281277655402,NA,NA,0.0154797354208261,TRUE,100,627.4,8,2,"GABAergic","Reln","Pvalb",0.103059679428069
"551",395,"20180927_sample_4","20180927_slice_4",2018-09-27,"Sample 4","Sample",4,"mouse_WOBBW",2018-08-08,50,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",30198,8303,6115,5,13353,"Pvalb","Pvalb Calb1_2",0.47,"Pvalb Calb1_2 (47.4%), Pvalb Reln (46.0%), Pvalb Kank4 (3.0%)","Pvalb Reln Tac1 (85.0%), Pvalb Reln Itm2a (14.0%)","Pvalb Reln Tac1 (85.0%), Pvalb Reln Itm2a (14.0%)","Pvalb Reln Tac1","Pvalb","Pvalb Reln",NA,NA,NA,"85.0%), Pvalb Reln Itm2a","85.0",", Pvalb Reln Itm2a","Pvalb",2057,735.62,"Matteo",50,"602.7",220.1,540.6,1492.056,NA,NA,396,"GABAergic","Pvalb_on",201.216462180081,0.937460271114828,NA,0.5029350161872,0.0898485338714884,0.0975486801945269,NA,-Inf,0.0600213432182667,0.0412069222613336,NA,NA,0.053636747562059,TRUE,85,602.7,8,4,"GABAergic","Reln","Pvalb",0.103059679428069
